Taken from weather file ./USA_NY_New.York-Central.Park.725033_TMY3.epw
month 	 day 	 hour 	 directNormalIrradiance (w/m^2) 
12	27	16	142
12	27	17	8
12	27	18	0
12	27	19	0
12	27	20	0
12	27	21	0
12	27	22	0
12	27	23	0
12	27	24	0
12	28	1	0
12	28	2	0
12	28	3	0
12	28	4	0
12	28	5	0
12	28	6	0
12	28	7	0
12	28	8	35
12	28	9	339
12	28	10	553
12	28	11	586
12	28	12	524
12	28	13	382
12	28	14	507
12	28	15	459
12	28	16	187
12	28	17	2
12	28	18	0
12	28	19	0
12	28	20	0
12	28	21	0
12	28	22	0
12	28	23	0
12	28	24	0
12	29	1	0
12	29	2	0
12	29	3	0
12	29	4	0
12	29	5	0
12	29	6	0
12	29	7	0
12	29	8	40
12	29	9	357
12	29	10	575
12	29	11	671
12	29	12	712
12	29	13	604
12	29	14	584
12	29	15	168
12	29	16	104
12	29	17	6
12	29	18	0
12	29	19	0
12	29	20	0
12	29	21	0
12	29	22	0
12	29	23	0
12	29	24	0
12	30	1	0
12	30	2	0
12	30	3	0
12	30	4	0
12	30	5	0
12	30	6	0
12	30	7	0
12	30	8	34
12	30	9	335
12	30	10	620
12	30	11	792
12	30	12	763
12	30	13	652
12	30	14	704
12	30	15	674
12	30	16	283
12	30	17	30
12	30	18	0
12	30	19	0
12	30	20	0
12	30	21	0
12	30	22	0
12	30	23	0
12	30	24	0
12	31	1	0
12	31	2	0
12	31	3	0
12	31	4	0
12	31	5	0
12	31	6	0
12	31	7	0
12	31	8	5
12	31	9	90
12	31	10	54
12	31	11	271
12	31	12	239
12	31	13	143
12	31	14	353
12	31	15	227
12	31	16	361
12	31	17	106
12	31	18	0
12	31	19	0
12	31	20	0
12	31	21	0
12	31	22	0
12	31	23	0
12	31	24	0
